# Session started 2026-05-22T16:23:33.483481
# [UTC] Fusion Fix | Accel(m/s²) X Y Z  Gyro(°/s) X Y Z | Veh(m/s²) X Y Z  Hdg(°) | Spd(m/s) VelN VelE VelD | Lat Lon | hAcc vAcc | HDOP VDOP PDOP | NAV-ATT Roll Pitch Hdg
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
[15:55:34.510000] Initializing Fix:3D | Accel(m/s²) X:+6.9478 Y:+2.1313 Z:+6.9420  Gyro(°/s) X:-11.8189 Y:-0.9111 Z:-2.6052 | Veh(m/s²) X:+0.0000 Y:+0.0000 Z:+0.0000  Hdg:+0.00° | Spd:+0.031m/s VN:-0.028 VE:+0.012 VD:+0.012 | Lat:43.515424 Lon:-79.683993 | hAcc:0.344m vAcc:0.444m | HDOP:0.56 VDOP:0.84 PDOP:1.01 | NAV-ATT Roll:+0.00° Pitch:+26.68° Hdg:+319.15°
